lesson_id,student_id,booking_ts,hours_booked
5032795,4343939,2025-04-25 08:09:49.976,2.0
5022063,4514723,2025-04-25 09:24:24.270,1.5
5020324,4270902,2025-04-25 14:47:34.833,1.0
5013936,4787625,2025-04-25 20:58:51.360,1.0
5017230,4133827,2025-04-25 21:48:50.933,1.0
5010780,4785884,2025-04-26 01:48:18.423,1.0
5019628,4547091,2025-04-26 05:21:37.810,1.0
5001457,4896865,2025-04-26 07:11:36.336,1.0
5049865,4043941,2025-04-26 16:56:24.926,1.5
5015195,4840346,2025-04-26 17:54:01.433,0.5
5006228,4758490,2025-04-26 19:20:38.892,1.0
5001458,4896865,2025-04-27 00:35:17.984,1.0
5041906,4762712,2025-04-27 01:50:35.397,1.0
5035175,4375644,2025-04-27 01:53:01.373,1.5
5048513,4001640,2025-04-27 02:20:45.799,1.0
5050458,4405426,2025-04-27 02:55:40.105,1.0
5006222,4758490,2025-04-27 04:11:54.392,1.0
5048072,4985898,2025-04-27 04:24:43.643,1.0
5010788,4785884,2025-04-27 07:44:15.434,0.5
5027124,4532401,2025-04-27 09:55:23.985,1.0
5038003,4786730,2025-04-27 11:25:27.842,1.0
5019624,4547091,2025-04-27 14:06:42.530,1.0
5046189,4324500,2025-04-27 15:22:13.006,1.0
5036864,4894217,2025-04-27 17:19:26.932,1.0
5028231,4348121,2025-04-27 18:55:35.490,1.5
5033798,4874190,2025-04-27 19:06:38.978,1.0
5020323,4270902,2025-04-27 19:14:06.197,1.5
5006227,4758490,2025-04-27 19:59:06.623,1.0
5005217,4134628,2025-04-28 05:59:46.384,1.5
5009269,4846305,2025-04-28 09:01:18.321,1.0
5042347,4796788,2025-04-28 16:14:09.017,1.0
5044326,4961278,2025-04-28 18:29:44.957,0.5
5024531,4084349,2025-04-28 21:28:20.669,1.0
5033792,4874190,2025-04-29 01:06:28.258,1.0
5036307,4465108,2025-04-29 02:09:17.417,0.5
5041907,4762712,2025-04-29 06:38:17.143,1.5
5044486,4983566,2025-04-29 07:28:27.537,1.0
5013933,4787625,2025-04-29 07:33:36.967,1.0
5048374,4625726,2025-04-29 12:27:53.783,0.5
5042158,4185751,2025-04-29 12:40:02.759,0.5
5005664,4943313,2025-04-29 14:48:34.563,1.5
5022318,4193319,2025-04-29 16:48:33.957,1.0
5028627,4913239,2025-04-29 18:52:39.356,1.0
5006230,4758490,2025-04-29 18:59:00.360,1.0
5014374,4603634,2025-04-29 23:51:34.824,1.0
5042151,4185751,2025-04-30 01:12:47.689,1.0
5027123,4532401,2025-04-30 03:19:21.452,1.0
5050408,4779414,2025-04-30 04:03:12.821,1.0
5050406,4779414,2025-04-30 08:32:08.982,1.0
5006232,4758490,2025-04-30 08:54:42.039,1.0
5008395,4258175,2025-04-30 13:03:06.870,1.5
5028233,4348121,2025-04-30 13:42:49.440,0.5
5049870,4043941,2025-04-30 14:50:39.705,1.0
5010778,4785884,2025-04-30 16:15:07.690,1.0
5025243,4095674,2025-04-30 20:48:45.321,1.5
5022266,4357256,2025-05-01 01:10:27.423,1.0
5050412,4779414,2025-05-01 03:08:50.049,1.0
5043775,4381574,2025-05-01 04:05:45.862,1.5
5038008,4786730,2025-05-01 05:47:28.978,1.5
5038007,4786730,2025-05-01 09:50:45.259,1.5
5010787,4785884,2025-05-01 15:29:56.679,1.0
5033795,4874190,2025-05-02 04:35:56.470,1.5
5049871,4043941,2025-05-02 05:13:36.387,0.5
5010774,4785884,2025-05-02 07:25:24.716,1.0
5027122,4532401,2025-05-02 07:27:12.491,1.0
5005872,4617024,2025-05-02 10:37:34.737,1.0
5015612,4290782,2025-05-02 12:52:07.621,1.0
5001459,4896865,2025-05-02 15:16:53.238,1.0
5038002,4786730,2025-05-02 19:55:54.458,1.0
5033900,4427940,2025-05-02 20:03:23.605,0.5
5006233,4758490,2025-05-03 02:36:04.505,1.0
5006225,4758490,2025-05-03 05:01:11.375,1.0
5032793,4343939,2025-05-03 05:06:01.437,1.5
5050461,4405426,2025-05-03 06:17:57.913,0.5
5001455,4896865,2025-05-03 06:54:53.543,1.0
5003054,4095325,2025-05-03 09:01:07.574,1.0
5046188,4324500,2025-05-03 12:36:14.440,0.5
5036866,4894217,2025-05-03 13:19:03.515,1.0
5014376,4603634,2025-05-03 15:13:31.171,1.0
5038006,4786730,2025-05-03 15:34:31.181,1.0
5010777,4785884,2025-05-03 15:35:11.371,1.0
5036863,4894217,2025-05-03 17:57:45.927,0.5
5036304,4465108,2025-05-03 18:49:38.158,1.5
5010547,4942650,2025-05-03 19:37:54.255,0.5
5006224,4758490,2025-05-03 21:42:02.290,1.0
5007669,4694022,2025-05-03 23:59:47.670,1.0
5050404,4779414,2025-05-04 00:38:24.718,1.0
5001456,4896865,2025-05-04 03:18:56.670,1.0
5042153,4185751,2025-05-04 05:39:34.980,2.0
5017231,4133827,2025-05-04 06:12:10.965,1.5
5019721,4564315,2025-05-04 11:59:13.600,0.5
5023960,4445790,2025-05-04 14:31:30.967,1.0
5003051,4095325,2025-05-04 15:52:38.303,1.0
5030352,4894787,2025-05-04 18:50:09.955,1.0
5015613,4290782,2025-05-04 19:05:08.341,1.0
5025241,4095674,2025-05-04 19:41:56.269,0.5
5050459,4405426,2025-05-04 20:26:29.950,1.0
5027125,4532401,2025-05-05 01:17:01.397,0.5
5043776,4381574,2025-05-05 01:49:26.204,0.5
5042157,4185751,2025-05-05 05:51:10.177,1.0
5049869,4043941,2025-05-05 06:19:08.286,1.0
5005224,4134628,2025-05-05 11:01:56.093,0.5
5045952,4465776,2025-05-05 11:14:05.654,1.0
5019625,4547091,2025-05-05 12:29:12.378,1.0
5051402,4999072,2025-05-05 12:40:40.174,1.0
5028565,4151157,2025-05-05 13:23:53.557,1.0
5014373,4603634,2025-05-05 14:45:59.298,0.5
5050403,4779414,2025-05-06 00:32:25.232,2.0
5030354,4894787,2025-05-06 02:15:50.601,1.5
5041560,4885506,2025-05-06 02:38:21.909,1.0
5050409,4779414,2025-05-06 12:06:59.296,0.5
5026730,4286706,2025-05-06 13:42:27.750,1.0
5022267,4357256,2025-05-06 13:47:11.540,1.0
5010784,4785884,2025-05-06 14:49:21.172,1.0
5022270,4357256,2025-05-06 18:04:09.582,0.5
5000981,4888662,2025-05-06 19:44:17.190,1.0
5049867,4043941,2025-05-06 19:49:45.667,1.0
5048074,4985898,2025-05-06 19:58:54.901,1.0
5013934,4787625,2025-05-06 22:20:20.450,1.0
5026726,4286706,2025-05-06 22:40:50.781,0.5
5048075,4985898,2025-05-06 23:13:26.008,2.0
5041566,4885506,2025-05-06 23:56:55.355,1.0
5011190,4702448,2025-05-07 02:05:49.419,1.0
5022846,4236650,2025-05-07 02:21:30.250,1.5
5049868,4043941,2025-05-07 03:48:12.938,1.0
5026839,4628492,2025-05-07 05:02:17.552,0.5
5015193,4840346,2025-05-07 05:43:20.761,1.0
5007842,4063918,2025-05-07 06:52:18.188,1.0
5041561,4885506,2025-05-07 09:54:29.536,1.0
5006231,4758490,2025-05-07 10:51:52.451,1.0
5041567,4885506,2025-05-07 12:24:22.357,1.0
5042155,4185751,2025-05-07 12:25:10.767,0.5
5025245,4095674,2025-05-07 13:32:20.771,0.5
5010785,4785884,2025-05-07 14:57:24.599,1.0
5007670,4694022,2025-05-07 18:03:32.978,0.5
5022068,4514723,2025-05-07 18:33:40.969,1.0
5010782,4785884,2025-05-07 19:30:53.067,1.5
5028232,4348121,2025-05-07 19:31:45.613,1.0
5051617,4816332,2025-05-08 01:26:22.316,0.5
5022069,4514723,2025-05-08 04:32:26.681,1.0
5026484,4235615,2025-05-08 05:55:14.402,1.5
5028230,4348121,2025-05-08 06:53:26.036,1.0
5050540,4385191,2025-05-08 07:34:40.149,1.5
5051631,4816332,2025-05-08 08:03:26.995,0.5
5044325,4961278,2025-05-08 09:03:16.023,1.0
5044327,4961278,2025-05-08 09:10:16.739,0.5
5005871,4617024,2025-05-08 11:06:17.467,1.0
5047139,4954733,2025-05-08 11:10:10.044,1.0
5011187,4702448,2025-05-08 15:27:52.144,1.0
5041563,4885506,2025-05-08 16:26:28.450,1.0
5036339,4077060,2025-05-08 17:38:52.238,0.5
5023958,4445790,2025-05-08 17:40:21.601,1.5
5036305,4465108,2025-05-08 22:25:10.874,1.0
5005874,4617024,2025-05-09 00:12:48.864,1.5
5041564,4885506,2025-05-09 04:36:37.228,0.5
5015614,4290782,2025-05-09 06:27:17.365,1.0
5019146,4834904,2025-05-09 07:12:34.502,1.5
5001453,4896865,2025-05-09 07:36:57.370,0.5
5048076,4985898,2025-05-09 12:00:16.825,1.0
5005219,4134628,2025-05-09 12:06:11.183,2.0
5025239,4095674,2025-05-09 12:14:51.137,1.0
5050541,4385191,2025-05-09 17:55:25.473,1.0
5048684,4070966,2025-05-10 01:43:38.780,1.0
5041921,4676796,2025-05-10 01:45:06.273,1.0
5023812,4826097,2025-05-10 02:34:24.107,0.5
5011196,4702448,2025-05-10 03:07:50.113,0.5
5038005,4786730,2025-05-10 03:15:02.973,1.5
5037692,4780758,2025-05-10 05:40:43.416,1.0
5051616,4816332,2025-05-10 06:10:56.221,0.5
5034348,4694963,2025-05-10 06:15:56.775,1.0
5050606,4836020,2025-05-10 10:15:12.306,0.5
5026725,4286706,2025-05-10 11:17:30.240,1.0
5004054,4116970,2025-05-10 11:41:10.351,1.0
5035599,4470050,2025-05-10 13:53:58.433,2.0
5000980,4888662,2025-05-10 14:49:28.586,0.5
5011186,4702448,2025-05-10 15:24:16.717,1.0
5006226,4758490,2025-05-10 15:45:33.145,1.0
5025240,4095674,2025-05-10 16:01:35.052,1.0
5042168,4185751,2025-05-10 16:34:27.670,1.0
5020322,4270902,2025-05-10 17:25:50.577,1.0
5019622,4547091,2025-05-10 18:41:00.057,1.0
5048073,4985898,2025-05-10 20:23:33.419,1.0
5014372,4603634,2025-05-10 20:39:46.508,1.0
5005220,4134628,2025-05-10 22:31:01.186,0.5
5033796,4874190,2025-05-10 23:37:18.120,2.0
5033901,4427940,2025-05-11 02:13:03.620,1.0
5019716,4564315,2025-05-11 06:35:26.435,1.0
5047088,4458723,2025-05-11 07:14:24.024,0.5
5017435,4088025,2025-05-11 09:29:43.017,1.0
5019627,4547091,2025-05-11 11:20:16.624,1.0
5013935,4787625,2025-05-11 11:43:46.569,1.0
5044491,4983566,2025-05-11 13:06:36.520,1.0
5034350,4694963,2025-05-11 14:12:39.437,1.5
5019626,4547091,2025-05-11 15:12:45.304,0.5
5008563,4980110,2025-05-11 17:42:09.786,1.0
5025242,4095674,2025-05-11 18:03:32.504,1.0
5007839,4063918,2025-05-11 18:33:12.206,2.0
5036306,4465108,2025-05-11 21:45:41.545,1.0
5026497,4118972,2025-05-11 22:04:16.869,1.5
5003052,4095325,2025-05-12 00:04:39.709,1.5
5019511,4160422,2025-05-12 01:27:07.587,1.0
5007666,4694022,2025-05-12 05:22:57.404,1.0
5026727,4286706,2025-05-12 06:21:21.252,1.5
5023817,4826097,2025-05-12 10:56:54.145,0.5
5033898,4427940,2025-05-12 11:10:14.483,1.0
5023813,4826097,2025-05-12 12:07:19.667,1.0
5023810,4826097,2025-05-12 12:21:48.161,0.5
5025619,4576818,2025-05-12 14:42:34.150,0.5
5042167,4185751,2025-05-12 16:53:49.196,1.0
5011897,4884642,2025-05-12 17:11:51.786,1.0
5011195,4702448,2025-05-12 19:39:52.668,0.5
5007668,4694022,2025-05-12 20:51:18.104,1.5
5026837,4628492,2025-05-12 21:27:38.369,1.0
5033791,4874190,2025-05-13 01:34:25.397,1.5
5011191,4702448,2025-05-13 02:42:27.695,1.5
5036310,4465108,2025-05-13 05:43:39.309,0.5
5019147,4834904,2025-05-13 06:15:03.509,1.5
5026498,4118972,2025-05-13 09:06:14.416,1.0
5048373,4625726,2025-05-13 16:34:26.837,2.0
5011898,4884642,2025-05-13 18:25:44.470,0.5
5030351,4894787,2025-05-13 20:03:00.700,1.0
5005827,4616886,2025-05-13 23:07:18.839,1.0
5026482,4235615,2025-05-14 02:21:25.945,0.5
5023808,4826097,2025-05-14 03:01:47.041,0.5
5026483,4235615,2025-05-14 04:29:10.400,1.0
5050411,4779414,2025-05-14 04:34:25.683,1.5
5014687,4928477,2025-05-14 05:18:44.544,1.0
5010781,4785884,2025-05-14 05:44:34.877,1.5
5036335,4077060,2025-05-14 06:38:28.132,1.0
5030316,4316797,2025-05-14 07:02:00.654,1.0
5020326,4270902,2025-05-14 07:13:17.107,1.0
5010112,4808577,2025-05-14 08:22:17.680,1.0
5047087,4458723,2025-05-14 09:35:48.338,0.5
5005826,4616886,2025-05-14 10:08:23.752,0.5
5003057,4095325,2025-05-14 11:44:48.156,1.0
5019509,4160422,2025-05-14 13:25:26.614,1.0
5001466,4896865,2025-05-14 20:37:56.513,1.0
5028574,4151157,2025-05-14 21:32:23.009,1.0
5051625,4816332,2025-05-14 21:34:11.804,1.0
5019510,4160422,2025-05-14 22:09:02.592,1.0
5023815,4826097,2025-05-14 22:47:04.873,1.0
5030353,4894787,2025-05-14 22:47:15.099,1.5
5005221,4134628,2025-05-14 23:28:08.136,1.5
5028576,4151157,2025-05-15 00:30:17.197,1.0
5011197,4702448,2025-05-15 01:30:55.288,1.0
5004053,4116970,2025-05-15 04:13:31.712,1.0
5025244,4095674,2025-05-15 04:30:08.276,1.5
5000015,4116739,2025-05-15 04:51:32.971,1.0
5010545,4942650,2025-05-15 05:23:13.946,0.5
5053494,4751759,2025-05-15 06:50:24.774,0.5
5009272,4846305,2025-05-15 08:02:22.671,1.0
5010786,4785884,2025-05-15 09:28:20.583,1.0
5011194,4702448,2025-05-15 11:12:01.218,0.5
5028237,4348121,2025-05-15 11:39:14.976,1.0
5005225,4134628,2025-05-15 11:42:14.262,1.0
5033803,4874190,2025-05-15 11:48:33.730,1.5
5029275,4783041,2025-05-15 12:23:36.161,1.0
5008396,4258175,2025-05-15 14:01:29.225,1.0
5006223,4758490,2025-05-15 15:40:53.729,1.0
5035698,4991340,2025-05-15 16:33:37.236,1.0
5015192,4840346,2025-05-15 22:52:44.115,1.0
5020327,4270902,2025-05-15 23:14:27.336,0.5
5041846,4813934,2025-05-15 23:44:39.724,1.5
5037691,4780758,2025-05-16 00:03:09.941,1.0
5038004,4786730,2025-05-16 02:39:29.540,1.0
5038010,4786730,2025-05-16 05:29:01.852,1.5
5005223,4134628,2025-05-16 06:16:23.873,0.5
5014686,4928477,2025-05-16 06:19:59.909,1.0
5003061,4095325,2025-05-16 07:31:05.069,0.5
5028581,4151157,2025-05-16 10:50:20.600,1.0
5019720,4564315,2025-05-16 11:09:36.585,1.5
5010544,4942650,2025-05-16 11:50:23.201,1.5
5033805,4874190,2025-05-16 11:55:39.070,0.5
5050603,4836020,2025-05-16 12:41:42.733,1.0
5006352,4822733,2025-05-16 14:04:18.872,1.0
5022067,4514723,2025-05-16 17:00:51.552,1.5
5051403,4999072,2025-05-16 17:12:24.036,0.5
5005218,4134628,2025-05-16 18:13:47.321,1.0
5032674,4649641,2025-05-16 18:33:14.840,1.0
5013524,4708446,2025-05-16 18:40:50.938,1.0
5018819,4207963,2025-05-16 21:33:33.740,1.5
5047135,4954733,2025-05-16 22:46:52.871,0.5
5014690,4928477,2025-05-17 00:42:09.450,1.0
5011185,4702448,2025-05-17 00:48:25.961,0.5
5006348,4822733,2025-05-17 03:28:02.368,1.5
5050209,4050126,2025-05-17 03:58:59.373,1.0
5048153,4249183,2025-05-17 04:02:40.111,0.5
5029276,4783041,2025-05-17 04:15:27.660,0.5
5007832,4568532,2025-05-17 05:05:59.395,0.5
5034351,4694963,2025-05-17 05:13:57.020,0.5
5050605,4836020,2025-05-17 05:21:19.775,1.0
5010546,4942650,2025-05-17 05:47:23.175,2.0
5013520,4708446,2025-05-17 06:44:07.018,1.0
5022850,4236650,2025-05-17 09:15:17.915,1.0
5029273,4783041,2025-05-17 09:37:53.001,1.5
5018814,4207963,2025-05-17 09:58:57.017,1.0
5020426,4922859,2025-05-17 11:47:19.535,1.0
5048515,4001640,2025-05-17 11:58:17.622,1.0
5023816,4826097,2025-05-17 13:14:26.439,1.0
5007831,4568532,2025-05-17 13:50:06.184,1.0
5033103,4316869,2025-05-17 14:02:37.835,1.0
5050410,4779414,2025-05-17 14:23:13.232,1.5
5050405,4779414,2025-05-17 14:25:01.777,1.0
5033801,4874190,2025-05-17 15:30:14.302,1.5
5006350,4822733,2025-05-17 17:06:25.096,1.5
5028624,4913239,2025-05-17 19:01:33.647,1.0
5022066,4514723,2025-05-17 20:02:03.423,1.0
5019717,4564315,2025-05-17 20:10:54.027,0.5
5013521,4708446,2025-05-17 21:05:39.564,1.0
5001463,4896865,2025-05-17 21:30:51.166,0.5
5048687,4070966,2025-05-17 21:47:41.958,1.0
5008397,4258175,2025-05-18 03:18:48.874,1.0
5027126,4532401,2025-05-18 03:35:43.633,0.5
5011192,4702448,2025-05-18 05:08:21.244,1.0
5014375,4603634,2025-05-18 06:03:27.468,1.0
5026403,4014338,2025-05-18 06:08:31.704,1.0
5031054,4755948,2025-05-18 07:56:26.373,1.5
5045954,4465776,2025-05-18 09:52:11.775,0.5
5053495,4751759,2025-05-18 10:12:01.645,0.5
5025618,4576818,2025-05-18 12:20:54.490,1.0
5038009,4786730,2025-05-18 13:36:52.716,1.0
5051623,4816332,2025-05-18 13:56:22.935,1.0
5037346,4267271,2025-05-18 14:14:36.018,0.5
5011189,4702448,2025-05-18 14:41:50.156,1.0
5003060,4095325,2025-05-18 15:40:17.715,1.0
5042165,4185751,2025-05-18 16:24:06.305,1.0
5047136,4954733,2025-05-18 17:45:58.762,1.0
5034349,4694963,2025-05-18 18:51:57.568,1.5
5040908,4778086,2025-05-18 19:23:32.201,1.0
5032701,4988984,2025-05-18 20:26:11.391,0.5
5036336,4077060,2025-05-18 22:35:21.245,1.0
5026404,4014338,2025-05-18 23:20:40.680,1.0
5036337,4077060,2025-05-18 23:52:10.998,1.0
5020420,4922859,2025-05-19 00:48:01.816,1.0
5048514,4001640,2025-05-19 01:39:58.841,1.0
5051626,4816332,2025-05-19 02:24:34.103,1.0
5019148,4834904,2025-05-19 03:54:16.497,1.0
5019630,4547091,2025-05-19 06:35:11.570,0.5
5005873,4617024,2025-05-19 07:55:06.710,2.0
5017232,4133827,2025-05-19 08:48:50.617,0.5
5043778,4381574,2025-05-19 09:24:45.195,1.0
5050407,4779414,2025-05-19 09:54:15.197,1.0
5017229,4133827,2025-05-19 11:50:41.227,1.0
5007667,4694022,2025-05-19 11:52:18.961,1.5
5023956,4445790,2025-05-19 12:10:17.462,1.0
5011184,4702448,2025-05-19 13:52:57.017,1.0
5013519,4708446,2025-05-19 14:24:54.885,1.0
5028579,4151157,2025-05-19 15:31:40.625,1.0
5032673,4649641,2025-05-19 17:28:41.183,1.0
5018767,4749747,2025-05-19 18:36:32.722,1.0
5009273,4846305,2025-05-19 18:53:42.798,1.0
5041252,4993645,2025-05-19 20:37:08.136,0.5
5010779,4785884,2025-05-19 21:48:55.914,1.0
5024529,4084349,2025-05-19 22:12:28.951,1.0
5028577,4151157,2025-05-19 22:16:01.926,1.0
5031055,4755948,2025-05-19 23:38:49.287,2.0
5036868,4894217,2025-05-20 01:33:37.499,2.0
5051618,4816332,2025-05-20 02:34:04.406,1.0
5045951,4465776,2025-05-20 02:48:13.922,1.5
5048077,4985898,2025-05-20 04:18:12.486,0.5
5000018,4116739,2025-05-20 05:55:01.380,1.0
5022322,4193319,2025-05-20 06:07:28.786,1.0
5010775,4785884,2025-05-20 06:25:04.345,0.5
5041565,4885506,2025-05-20 07:39:24.548,1.0
5018816,4207963,2025-05-20 07:42:48.641,1.0
5026728,4286706,2025-05-20 08:18:23.244,1.0
5040905,4778086,2025-05-20 09:43:18.269,1.0
5028235,4348121,2025-05-20 09:43:43.096,1.0
5019149,4834904,2025-05-20 10:12:31.574,1.0
5028580,4151157,2025-05-20 10:33:11.115,1.5
5001460,4896865,2025-05-20 11:32:37.293,2.0
5022849,4236650,2025-05-20 12:05:01.575,1.5
5047138,4954733,2025-05-20 12:35:14.392,0.5
5043913,4827564,2025-05-20 12:49:42.101,1.0
5026836,4628492,2025-05-20 12:55:28.795,1.0
5007393,4397382,2025-05-20 13:20:41.958,0.5
5007830,4568532,2025-05-20 17:36:36.318,1.0
5041562,4885506,2025-05-20 19:02:51.348,1.5
5033804,4874190,2025-05-20 20:40:44.787,1.5
5006282,4495631,2025-05-20 21:26:44.651,0.5
5006351,4822733,2025-05-20 21:43:23.159,1.0
5023959,4445790,2025-05-20 22:04:23.109,1.0
5010783,4785884,2025-05-20 22:26:18.715,1.0
5035177,4375644,2025-05-20 22:41:14.301,1.5
5043915,4827564,2025-05-20 22:57:48.003,1.0
5010111,4808577,2025-05-20 23:05:05.492,1.0
5028234,4348121,2025-05-21 00:27:04.106,0.5
5051619,4816332,2025-05-21 02:07:54.616,1.0
5018135,4995740,2025-05-21 02:27:57.448,1.5
5041254,4993645,2025-05-21 06:03:41.769,1.5
5050460,4405426,2025-05-21 06:17:04.804,1.5
5007840,4063918,2025-05-21 06:18:13.684,2.0
5008562,4980110,2025-05-21 06:33:16.895,1.0
5022323,4193319,2025-05-21 07:43:30.600,1.0
5036872,4894217,2025-05-21 09:20:24.423,0.5
5041248,4993645,2025-05-21 11:41:32.618,1.0
5026834,4628492,2025-05-21 13:23:24.730,1.0
5015615,4290782,2025-05-21 15:41:46.057,0.5
5026729,4286706,2025-05-21 16:20:33.719,1.0
5018138,4995740,2025-05-21 17:05:44.191,0.5
5034521,4626152,2025-05-21 17:57:35.148,1.0
5050604,4836020,2025-05-21 18:44:00.172,1.0
5007829,4568532,2025-05-21 18:57:18.645,2.0
5010776,4785884,2025-05-21 19:26:16.851,1.5
5005832,4580828,2025-05-21 20:16:09.468,1.0
5019150,4834904,2025-05-21 20:31:58.911,0.5
5007841,4063918,2025-05-21 21:10:45.377,1.0
5007843,4063918,2025-05-21 21:53:15.033,1.0
5005222,4134628,2025-05-21 23:36:54.833,1.5
5050542,4385191,2025-05-21 23:42:36.879,1.5
5045083,4380211,2025-05-22 00:25:20.210,0.5
5048080,4985898,2025-05-22 00:48:19.039,1.5
5029278,4783041,2025-05-22 02:10:06.290,0.5
5010543,4942650,2025-05-22 02:47:32.293,0.5
5025616,4576818,2025-05-22 04:04:08.623,2.0
