student_id,join_ts,country_code,acquisition_channel,persona,first_subject
4107175,2025-08-26 14:29:43.226,MX,Paid,working_professional,english
4097251,2026-01-21 17:59:56.911,MX,Paid,exam_prepper,english
4398382,2025-07-06 23:15:13.584,US,Direct & Brand,conversationalist,spanish
4101414,2025-12-30 22:25:28.376,US,Paid,relocator,english
4376417,2025-12-21 00:36:20.524,FR,CRM,exam_prepper,english
4888662,2025-04-23 07:14:26.210,ES,Paid,relocator,german
4360663,2025-10-04 10:35:31.437,US,Paid,conversationalist,english
4633052,2025-09-14 10:09:19.304,ES,CRM,conversationalist,german
4277370,2025-09-10 09:58:03.296,DE,Other,conversationalist,english
4846335,2026-01-09 03:05:59.484,UK,Paid,conversationalist,german
4045561,2025-12-03 04:38:02.751,PL,Paid,exam_prepper,french
4765179,2025-11-10 13:19:58.447,US,WoM,relocator,english
4481741,2025-11-10 16:44:38.778,BR,Paid,working_professional,english
4562275,2025-11-13 03:22:19.197,US,Direct & Brand,conversationalist,english
4130889,2025-11-12 13:58:13.590,ES,Paid,conversationalist,english
4967096,2025-12-27 05:37:46.342,UK,Paid,working_professional,english
4396922,2025-11-05 03:43:21.878,US,CRM,relocator,spanish
4082627,2026-01-18 12:10:08.537,MX,Direct & Brand,relocator,english
4578856,2026-02-23 22:53:54.095,US,CRM,working_professional,english
4307419,2025-10-03 21:45:09.699,US,Direct & Brand,working_professional,spanish
4869693,2025-10-07 08:42:31.147,US,Direct & Brand,conversationalist,english
4659176,2025-10-28 14:01:32.320,IT,Direct & Brand,exam_prepper,italian
4648564,2026-02-09 19:15:12.520,FR,Paid,working_professional,french
4928463,2025-05-20 09:36:15.490,AU,Paid,exam_prepper,german
4903565,2025-07-18 22:05:25.714,ES,Direct & Brand,working_professional,english
4379201,2025-11-05 10:41:50.513,ES,Other,relocator,italian
4605397,2026-01-02 01:56:36.152,UK,Paid,working_professional,italian
4201629,2025-10-21 22:11:59.063,NL,Paid,working_professional,english
4738797,2025-08-02 21:19:10.784,DE,Direct & Brand,exam_prepper,spanish
4072933,2025-12-01 00:08:50.907,SE,CRM,conversationalist,portuguese
4048050,2025-11-20 21:21:38.294,MX,Other,working_professional,french
4693384,2025-12-24 09:31:14.274,ES,WoM,conversationalist,spanish
4238968,2026-02-12 04:18:51.484,US,Paid,working_professional,english
4810620,2026-01-21 11:20:23.558,US,Paid,working_professional,english
4303445,2026-01-28 18:27:28.584,DE,Direct & Brand,working_professional,english
4083667,2025-10-12 13:55:24.463,US,Paid,exam_prepper,french
4896865,2025-04-11 16:36:33.207,US,Paid,working_professional,english
4244098,2026-02-21 10:17:26.110,ES,CRM,working_professional,portuguese
4908573,2025-11-06 04:12:29.593,US,Paid,relocator,english
4105907,2025-08-09 13:28:21.815,UK,CRM,exam_prepper,spanish
4398591,2025-10-10 01:12:30.258,ES,Other,relocator,english
4291476,2025-11-07 05:50:15.013,ES,Paid,exam_prepper,english
4475435,2026-01-10 06:11:43.677,MX,Paid,exam_prepper,portuguese
4666563,2025-08-11 01:04:52.135,NL,CRM,exam_prepper,english
4874628,2025-12-28 19:45:27.485,IT,Paid,relocator,english
4382554,2025-11-04 01:26:34.734,US,Other,exam_prepper,german
4170555,2025-06-19 20:49:15.712,BR,Paid,conversationalist,english
4388162,2025-09-20 11:48:21.453,TR,Paid,working_professional,english
4372528,2025-11-01 05:44:36.078,US,Paid,conversationalist,spanish
4219684,2026-01-22 23:30:06.135,ES,WoM,working_professional,german
4702729,2025-12-09 13:29:50.397,US,Direct & Brand,conversationalist,english
4279946,2025-12-15 14:02:51.118,MX,Paid,working_professional,english
4735911,2025-06-10 00:15:33.388,US,Paid,conversationalist,portuguese
4982153,2025-11-27 18:11:40.447,BR,Paid,exam_prepper,italian
4716751,2025-11-21 23:45:13.963,US,CRM,exam_prepper,english
4679514,2025-07-11 18:23:20.256,US,Paid,exam_prepper,english
4074870,2025-12-16 11:39:25.492,FR,Paid,exam_prepper,spanish
4638720,2025-09-11 14:58:39.258,FR,Direct & Brand,working_professional,english
4665822,2025-12-03 19:32:24.135,UK,Paid,working_professional,english
4179451,2025-09-15 03:59:11.906,DE,Direct & Brand,working_professional,english
4560086,2026-02-26 12:00:31.831,US,CRM,relocator,english
4764544,2025-09-17 10:45:53.481,UK,Paid,conversationalist,french
4256702,2026-03-09 16:34:18.509,US,Direct & Brand,exam_prepper,french
4171339,2026-02-03 20:17:49.509,DE,Other,conversationalist,french
4484714,2025-11-19 17:27:06.118,MX,Direct & Brand,working_professional,german
4397887,2025-12-26 21:28:55.650,AU,CRM,working_professional,german
4283060,2025-12-08 01:39:40.230,UK,Direct & Brand,exam_prepper,german
4970342,2025-10-19 06:17:38.581,DE,Paid,exam_prepper,english
4671088,2025-07-18 02:52:06.516,US,CRM,conversationalist,english
4721590,2025-09-26 01:55:08.023,US,CRM,exam_prepper,french
4584004,2025-11-08 05:40:17.314,FR,Paid,working_professional,french
4230283,2025-11-27 00:17:44.495,AR,Paid,relocator,english
4717870,2025-08-20 00:05:46.189,SE,Direct & Brand,exam_prepper,german
4340035,2025-11-28 10:52:13.503,DE,Paid,working_professional,english
4883794,2025-07-20 13:57:43.746,MX,Paid,conversationalist,german
4805635,2025-06-10 18:28:29.671,US,Other,working_professional,spanish
4813694,2025-09-27 18:55:59.863,PL,Paid,working_professional,english
4058655,2025-09-28 22:25:40.162,ES,Direct & Brand,working_professional,spanish
4240174,2026-04-10 08:04:08.256,FR,Direct & Brand,conversationalist,english
4861722,2026-01-31 10:44:08.991,UK,Paid,working_professional,german
4033659,2025-12-05 14:08:24.245,IT,CRM,working_professional,portuguese
4844151,2025-10-29 23:39:41.419,US,Paid,working_professional,french
4330776,2025-10-07 09:55:13.364,US,Paid,exam_prepper,spanish
4420651,2025-05-17 13:50:08.111,US,Direct & Brand,working_professional,spanish
4280746,2025-12-22 01:01:54.983,NL,WoM,working_professional,spanish
4069403,2025-11-30 03:03:50.723,JP,Other,conversationalist,english
4221231,2025-10-13 07:56:00.262,SE,WoM,working_professional,german
4957492,2025-12-05 02:11:48.126,UK,Other,working_professional,spanish
4988712,2026-01-06 22:50:25.116,DE,Direct & Brand,conversationalist,english
4594731,2026-02-14 06:34:39.038,US,Paid,working_professional,italian
4918938,2026-01-21 13:25:37.352,FR,CRM,exam_prepper,english
4752787,2025-09-03 16:03:15.207,US,Paid,conversationalist,spanish
4329963,2025-08-31 00:11:07.921,US,Paid,working_professional,english
4222955,2025-11-01 00:16:10.875,ES,CRM,relocator,french
4687277,2025-06-27 13:51:27.193,US,Paid,exam_prepper,spanish
4523481,2025-11-16 12:03:31.123,NL,Paid,working_professional,french
4414850,2025-09-21 20:14:47.480,DE,Paid,relocator,english
4927657,2025-12-01 19:11:59.224,TR,Paid,exam_prepper,french
4958972,2026-01-04 16:26:58.829,MX,Paid,working_professional,english
4674079,2025-06-26 18:14:51.669,DE,Paid,conversationalist,german
4481141,2025-08-20 14:20:05.649,DE,Paid,working_professional,spanish
4149811,2025-10-05 09:23:37.075,SE,Other,exam_prepper,french
4277746,2025-08-12 19:00:59.712,UK,Paid,working_professional,german
4146413,2025-05-27 23:48:42.106,ES,CRM,working_professional,english
4258607,2025-11-23 22:09:45.349,US,Paid,working_professional,german
4781177,2025-06-30 09:47:05.567,FR,Direct & Brand,conversationalist,english
4588637,2026-02-22 02:08:15.413,ES,WoM,relocator,english
4565158,2025-12-13 09:17:14.475,US,Paid,exam_prepper,spanish
4275504,2026-01-19 09:20:26.687,US,Paid,exam_prepper,english
4783300,2025-07-20 21:10:51.969,BR,CRM,exam_prepper,english
4612982,2025-12-13 21:45:15.718,TR,Paid,working_professional,english
4449245,2026-01-16 11:54:28.688,DE,Direct & Brand,working_professional,english
4941435,2026-01-31 22:53:49.374,SE,Paid,exam_prepper,english
4611878,2025-09-29 05:37:16.492,JP,Paid,relocator,english
4418801,2025-08-07 21:57:54.508,NL,Paid,working_professional,english
4379580,2025-10-18 00:25:31.525,US,Direct & Brand,working_professional,english
4229974,2025-12-23 19:02:39.464,FR,Paid,working_professional,english
4145051,2026-02-22 15:24:08.037,UK,Direct & Brand,exam_prepper,english
4534277,2025-10-26 23:24:50.601,MX,Direct & Brand,exam_prepper,english
4517488,2025-12-14 15:11:01.522,ES,Paid,relocator,french
4095325,2025-04-13 07:22:49.073,FR,Paid,working_professional,english
4792495,2025-10-28 00:03:48.980,AU,Paid,exam_prepper,french
4049405,2025-07-26 18:11:15.014,FR,CRM,exam_prepper,italian
4902931,2025-09-13 05:36:09.670,DE,Paid,relocator,italian
4114975,2025-12-17 08:02:05.722,US,Direct & Brand,working_professional,english
4160265,2025-10-07 19:21:45.942,US,CRM,relocator,english
4657924,2025-09-11 19:49:07.854,NL,WoM,relocator,english
4167753,2025-11-29 20:21:19.931,ES,Other,exam_prepper,english
4830555,2025-11-08 13:11:45.577,TR,Direct & Brand,relocator,french
4713536,2025-10-14 18:24:19.508,MX,Paid,working_professional,english
4442666,2025-10-18 05:02:11.818,FR,WoM,relocator,english
4625380,2025-06-06 19:21:47.249,US,Paid,working_professional,spanish
4066613,2025-08-02 02:40:46.577,PL,Paid,working_professional,english
4403457,2025-12-28 20:46:00.002,US,Paid,conversationalist,english
4400156,2025-07-07 12:34:24.579,US,Direct & Brand,relocator,spanish
4624834,2026-01-19 21:51:54.228,US,Paid,working_professional,english
4490785,2025-07-04 18:46:04.264,DE,WoM,working_professional,spanish
4554816,2025-11-09 23:27:41.620,US,WoM,working_professional,english
4263626,2026-01-12 01:35:46.788,AR,Direct & Brand,exam_prepper,english
4580099,2025-11-29 06:53:31.428,US,Paid,conversationalist,english
4902592,2025-10-11 17:06:01.381,US,Direct & Brand,relocator,english
4988210,2025-08-16 08:31:57.716,BR,Paid,conversationalist,english
4012038,2025-12-04 09:02:16.295,UK,Paid,exam_prepper,spanish
4713328,2025-09-14 20:05:42.777,ES,Direct & Brand,relocator,spanish
4755731,2025-07-25 07:26:34.482,BR,WoM,conversationalist,english
4120116,2025-11-29 01:02:32.857,FR,Direct & Brand,conversationalist,portuguese
4714825,2025-05-28 09:11:10.775,SE,CRM,working_professional,english
4927767,2025-11-20 03:09:53.198,FR,Paid,exam_prepper,german
4563054,2025-10-22 06:20:54.288,US,Direct & Brand,relocator,french
4787352,2025-10-31 10:07:26.868,US,Direct & Brand,conversationalist,portuguese
4279786,2026-02-05 20:50:18.463,PL,WoM,relocator,english
4805934,2025-10-18 08:02:11.364,US,Paid,conversationalist,spanish
4672097,2025-07-03 13:44:15.087,US,Direct & Brand,working_professional,english
4356699,2025-08-13 14:17:53.946,DE,Direct & Brand,working_professional,german
4116970,2025-05-06 09:49:52.606,ES,CRM,conversationalist,english
4307757,2025-06-20 10:47:31.837,MX,WoM,exam_prepper,english
4455884,2025-12-16 07:25:08.012,IT,Direct & Brand,conversationalist,english
4165840,2026-01-09 22:15:02.759,UK,WoM,exam_prepper,english
4475763,2025-11-04 03:59:07.445,BR,Paid,conversationalist,english
4003402,2025-11-11 06:22:22.616,US,WoM,exam_prepper,spanish
4757168,2025-12-01 18:54:36.569,IT,Paid,working_professional,english
4918398,2025-09-27 07:01:55.243,IT,CRM,working_professional,italian
4754639,2025-10-11 23:14:16.294,FR,WoM,exam_prepper,french
4276183,2025-06-30 12:29:16.953,US,Paid,conversationalist,spanish
4524902,2026-03-30 02:53:53.206,ES,Direct & Brand,conversationalist,english
4798975,2026-02-21 15:40:20.127,PL,Paid,exam_prepper,italian
4187330,2026-01-23 16:57:03.059,IT,CRM,conversationalist,spanish
4532342,2025-09-06 03:31:18.954,US,Paid,working_professional,english
4956959,2025-10-18 17:21:46.373,MX,Direct & Brand,conversationalist,english
4111579,2025-12-07 14:54:10.027,NL,WoM,working_professional,english
4912804,2025-12-27 06:48:58.468,US,Direct & Brand,working_professional,english
4655674,2025-08-30 14:26:50.463,PL,Paid,conversationalist,english
4312942,2026-02-26 03:37:37.283,AR,Paid,relocator,english
4882554,2025-12-02 14:26:03.646,PL,Paid,relocator,english
4669987,2025-07-01 09:09:20.902,PL,Paid,working_professional,english
4532323,2025-12-16 22:00:28.966,US,CRM,working_professional,french
4638551,2025-08-23 21:08:39.736,UK,Paid,conversationalist,english
4208573,2025-10-28 00:23:00.407,JP,CRM,conversationalist,english
4160263,2025-09-02 16:44:56.943,ES,Paid,working_professional,spanish
4392077,2025-08-01 14:18:29.235,MX,Direct & Brand,working_professional,italian
4799550,2025-12-10 08:22:48.528,US,WoM,relocator,english
4169396,2025-09-04 19:13:46.633,US,Direct & Brand,working_professional,french
4565579,2025-12-03 03:16:49.899,DE,Paid,relocator,spanish
4999816,2026-03-18 01:07:26.881,UK,Paid,working_professional,french
4816449,2025-09-17 23:19:26.951,BR,Direct & Brand,working_professional,spanish
4967242,2025-07-29 20:32:46.661,FR,Paid,exam_prepper,english
4556116,2025-08-18 07:12:22.024,BR,Paid,working_professional,english
4963110,2025-06-08 13:15:00.625,US,Paid,working_professional,spanish
4000599,2025-05-28 07:04:46.237,MX,WoM,conversationalist,english
4628038,2025-12-26 22:06:52.550,US,Paid,working_professional,german
4339902,2025-09-01 20:54:48.572,JP,Paid,working_professional,spanish
4512340,2025-06-30 04:17:56.856,MX,Paid,working_professional,english
4020422,2025-11-15 11:44:54.175,UK,Paid,relocator,english
4117301,2025-09-05 18:06:26.308,JP,Direct & Brand,conversationalist,english
4974230,2025-08-18 04:01:55.033,BR,CRM,relocator,english
4380612,2026-02-03 10:28:02.685,US,Direct & Brand,working_professional,german
4921406,2025-08-30 00:36:14.770,SE,Direct & Brand,working_professional,english
4872064,2026-02-09 02:46:15.255,UK,Direct & Brand,conversationalist,english
4845964,2025-07-01 04:03:00.654,BR,Paid,exam_prepper,german
4322451,2026-02-17 08:20:15.265,ES,Paid,conversationalist,spanish
4251083,2025-08-04 21:29:28.942,IT,Paid,relocator,english
4060738,2025-11-06 03:01:06.552,UK,Paid,conversationalist,german
4252572,2025-05-17 03:19:56.741,DE,Paid,exam_prepper,portuguese
4920659,2026-02-25 16:54:29.976,ES,CRM,conversationalist,french
4594916,2025-11-16 20:48:42.676,US,Paid,exam_prepper,portuguese
4992948,2025-10-31 01:06:02.380,JP,Direct & Brand,exam_prepper,french
4082582,2025-12-28 17:12:07.882,AR,Paid,conversationalist,french
4089814,2026-02-05 10:02:59.829,FR,Direct & Brand,working_professional,italian
4767460,2025-10-14 07:08:31.878,US,CRM,conversationalist,english
4509597,2025-06-14 18:44:37.316,US,CRM,working_professional,spanish
4855662,2025-12-14 11:26:38.354,JP,CRM,working_professional,portuguese
4072574,2025-11-16 19:08:26.164,FR,WoM,conversationalist,german
4797549,2025-12-16 00:59:35.253,FR,Paid,conversationalist,english
4558582,2025-09-21 01:41:11.462,DE,Direct & Brand,working_professional,english
4803035,2025-11-10 05:42:45.776,UK,CRM,exam_prepper,english
4131869,2025-08-07 07:06:01.573,ES,Paid,working_professional,english
4134628,2025-04-25 02:16:09.158,NL,Direct & Brand,working_professional,french
4691798,2025-08-05 20:39:55.918,BR,Direct & Brand,working_professional,spanish
4498369,2025-11-03 01:18:44.883,BR,WoM,working_professional,portuguese
4992842,2025-12-16 06:03:00.426,MX,Paid,relocator,german
4576510,2026-01-03 03:45:45.179,BR,CRM,conversationalist,spanish
4173148,2025-05-16 14:28:11.548,SE,Paid,relocator,french
4277932,2026-03-04 15:35:16.775,US,Direct & Brand,working_professional,english
4553306,2026-01-21 19:59:20.123,FR,CRM,conversationalist,german
4914812,2025-08-14 06:22:04.048,IT,Paid,working_professional,english
4636059,2025-11-04 10:34:34.394,UK,Paid,relocator,spanish
4443692,2025-12-20 04:33:30.922,AU,CRM,relocator,english
4222086,2025-11-18 03:39:58.969,FR,Other,exam_prepper,english
4974036,2025-05-31 11:16:34.480,MX,Paid,conversationalist,french
4565492,2025-11-03 08:02:18.401,JP,Paid,conversationalist,portuguese
4791952,2025-05-22 06:34:00.164,FR,Paid,conversationalist,english
4765388,2025-07-27 17:34:53.356,BR,Other,exam_prepper,spanish
4723378,2025-08-29 19:01:29.936,MX,Paid,working_professional,english
4210922,2026-02-18 16:58:16.397,UK,Direct & Brand,conversationalist,english
4747581,2026-02-01 23:41:46.547,FR,CRM,conversationalist,french
4326858,2025-06-11 20:18:50.186,BR,Direct & Brand,working_professional,italian
4418373,2025-08-02 23:30:10.110,DE,Paid,working_professional,french
4704314,2025-05-19 19:19:43.886,PL,Other,relocator,spanish
4681446,2026-03-25 06:09:07.569,US,Direct & Brand,working_professional,english
4391559,2026-01-07 00:57:46.184,ES,Paid,conversationalist,english
4459381,2026-01-05 15:12:07.727,US,CRM,relocator,german
4943313,2025-04-08 09:41:35.291,US,Direct & Brand,working_professional,english
4542717,2025-05-26 12:08:42.931,BR,Paid,conversationalist,italian
4473417,2025-11-17 04:42:19.055,BR,Paid,conversationalist,german
4126882,2026-01-18 13:15:50.571,US,CRM,conversationalist,german
4259947,2025-09-02 08:29:28.052,ES,Paid,conversationalist,english
4235612,2025-07-25 19:57:34.636,US,CRM,conversationalist,french
4067136,2025-07-21 03:01:52.118,FR,Paid,conversationalist,italian
4354508,2025-10-26 06:30:41.867,IT,Paid,working_professional,french
4022056,2025-12-20 09:32:32.325,US,Paid,working_professional,english
4616886,2025-04-28 02:10:48.154,DE,Paid,working_professional,portuguese
4580828,2025-05-13 00:46:30.996,AR,Paid,exam_prepper,english
4241292,2026-01-02 02:13:33.354,JP,Paid,conversationalist,english
4617024,2025-04-29 13:06:45.737,TR,Direct & Brand,working_professional,french
4230914,2025-10-19 11:41:24.150,ES,Direct & Brand,exam_prepper,english
4007540,2025-06-23 07:25:22.897,IT,Paid,exam_prepper,italian
4074441,2025-07-06 09:10:14.984,US,Direct & Brand,working_professional,english
4742225,2025-09-07 20:42:14.151,UK,Paid,working_professional,spanish
4661759,2025-10-14 03:53:26.396,US,Paid,conversationalist,english
4061733,2026-03-05 05:09:03.106,US,WoM,conversationalist,english
4240062,2025-10-01 00:46:42.662,NL,WoM,working_professional,spanish
4070674,2025-11-09 16:53:26.036,FR,CRM,exam_prepper,english
4949401,2025-12-26 00:43:21.898,AR,Direct & Brand,working_professional,english
4032938,2026-03-20 07:55:58.404,DE,Paid,working_professional,english
4901393,2025-10-07 22:56:50.365,DE,CRM,working_professional,spanish
4346479,2025-10-27 23:57:49.274,BR,Paid,conversationalist,german
4074299,2025-11-21 08:50:49.597,ES,Direct & Brand,exam_prepper,french
4539131,2026-02-08 19:16:30.387,MX,WoM,working_professional,spanish
4249565,2025-12-27 23:45:47.405,IT,Direct & Brand,working_professional,english
4292004,2025-09-17 13:26:23.714,US,Paid,conversationalist,english
4701474,2025-10-20 04:17:43.928,ES,Paid,conversationalist,spanish
4508993,2025-10-22 08:16:19.016,FR,CRM,working_professional,english
4224643,2026-02-01 16:28:50.066,BR,Paid,working_professional,english
4565427,2025-10-24 01:43:45.825,US,Paid,conversationalist,german
4138739,2025-11-12 04:27:05.973,US,Paid,working_professional,english
4758490,2025-04-24 04:41:33.440,ES,Other,working_professional,french
4980957,2025-11-06 23:12:54.170,BR,CRM,working_professional,english
4925245,2025-11-01 16:39:10.012,BR,Paid,exam_prepper,portuguese
4598782,2025-12-23 11:22:42.921,ES,Direct & Brand,conversationalist,french
4604201,2026-02-11 14:46:53.090,DE,Direct & Brand,working_professional,german
4495631,2025-05-17 09:59:25.518,FR,Paid,conversationalist,english
4254801,2025-12-20 20:51:32.499,TR,WoM,exam_prepper,spanish
4822733,2025-05-14 05:30:49.588,US,Paid,exam_prepper,spanish
4495948,2025-07-16 08:07:16.399,US,Direct & Brand,relocator,spanish
4846721,2025-12-15 12:33:34.646,US,CRM,working_professional,english
4426833,2025-08-02 21:35:59.868,US,Paid,working_professional,spanish
4199659,2025-08-29 17:31:47.227,US,CRM,relocator,english
4098907,2025-12-29 04:22:09.070,IT,Paid,working_professional,portuguese
4101639,2026-03-31 06:02:54.471,UK,Direct & Brand,conversationalist,portuguese
4690993,2025-07-13 08:11:48.700,JP,Paid,working_professional,spanish
4451989,2025-08-10 08:34:02.929,DE,Paid,exam_prepper,english
4371507,2025-09-13 09:20:44.515,US,Direct & Brand,working_professional,english
4444154,2025-07-16 18:35:16.187,US,Direct & Brand,conversationalist,english
4431071,2026-01-07 01:48:23.034,ES,Paid,conversationalist,spanish
4489710,2025-09-17 20:46:17.244,IT,Direct & Brand,relocator,english
4905798,2025-09-01 08:51:00.130,US,Direct & Brand,relocator,german
4764491,2025-09-06 08:19:16.672,DE,Direct & Brand,working_professional,spanish
4056802,2025-08-05 08:53:40.452,US,CRM,working_professional,english
4706073,2025-08-06 12:01:26.379,US,WoM,relocator,english
4685197,2025-09-28 18:49:18.476,ES,Direct & Brand,conversationalist,french
4677568,2025-12-02 14:29:40.602,TR,WoM,conversationalist,italian
4103198,2025-10-08 11:54:58.328,US,Paid,working_professional,english
4063556,2025-12-25 03:25:17.210,PL,CRM,relocator,french
4422179,2025-11-17 18:11:54.542,US,CRM,exam_prepper,portuguese
4763587,2026-02-15 18:25:06.331,US,WoM,conversationalist,english
4355784,2025-10-30 21:06:16.757,FR,Paid,relocator,english
4839482,2025-09-01 09:40:08.642,US,CRM,working_professional,spanish
4903529,2025-12-13 08:29:55.203,DE,Paid,conversationalist,portuguese
4114576,2026-01-15 04:29:40.514,MX,WoM,conversationalist,spanish
4260735,2025-06-22 08:34:14.475,IT,Paid,working_professional,english
4200896,2026-04-15 19:22:18.335,UK,Paid,relocator,portuguese
4199448,2026-03-28 10:51:18.407,FR,CRM,conversationalist,english
4562336,2025-11-20 16:10:45.652,MX,Paid,working_professional,english
4470405,2025-12-31 04:51:44.062,BR,Paid,exam_prepper,german
4146991,2025-07-20 18:08:18.248,US,Direct & Brand,conversationalist,french
4442374,2025-12-14 19:03:34.142,US,Other,working_professional,english
4192401,2026-03-29 21:09:00.810,DE,Paid,working_professional,french
4292075,2025-11-14 22:21:05.677,NL,Other,working_professional,french
4485100,2025-11-12 17:57:53.247,US,Paid,working_professional,portuguese
4261941,2025-12-01 09:15:47.876,AU,Paid,exam_prepper,english
4916964,2026-01-07 11:43:19.561,AR,Paid,exam_prepper,french
4968114,2026-01-31 08:40:19.250,US,WoM,relocator,english
4079046,2025-10-02 13:00:10.953,IT,Direct & Brand,working_professional,english
4464656,2025-10-16 01:30:44.409,FR,Paid,working_professional,english
4847272,2025-10-06 03:03:03.734,ES,Paid,conversationalist,english
4903189,2025-12-15 06:50:41.911,MX,CRM,conversationalist,english
4897546,2025-12-07 19:16:57.624,US,CRM,conversationalist,english
4577057,2025-10-20 06:22:20.934,MX,Paid,exam_prepper,italian
4102664,2026-02-19 19:28:18.507,IT,Direct & Brand,conversationalist,french
4053045,2025-09-02 23:39:54.620,ES,Direct & Brand,working_professional,english
4683823,2025-08-03 17:33:43.346,DE,Direct & Brand,conversationalist,english
4566847,2026-02-04 07:42:04.390,US,WoM,working_professional,english
4876638,2026-01-12 22:36:41.101,NL,Direct & Brand,conversationalist,french
4015474,2025-12-05 04:45:04.152,US,WoM,exam_prepper,italian
4097793,2025-11-13 03:03:23.153,DE,WoM,conversationalist,english
4971366,2025-08-01 15:33:02.403,MX,CRM,working_professional,english
4790170,2026-02-07 16:34:24.685,US,Direct & Brand,working_professional,spanish
4889921,2025-08-28 10:47:06.083,MX,Direct & Brand,exam_prepper,french
4247861,2026-02-06 18:35:25.204,DE,Direct & Brand,conversationalist,spanish
4174389,2025-06-26 06:20:54.683,ES,CRM,conversationalist,french
4426156,2025-10-21 17:24:49.028,DE,CRM,working_professional,english
4509231,2026-04-14 22:18:38.399,US,Paid,relocator,english
4504740,2026-01-06 13:01:49.890,NL,Direct & Brand,working_professional,spanish
4224130,2025-06-13 19:06:02.049,UK,Paid,working_professional,italian
4906651,2025-12-28 14:05:36.897,ES,WoM,exam_prepper,french
4420521,2026-01-16 01:44:36.476,IT,Paid,conversationalist,english
4946279,2025-12-02 22:58:49.028,ES,WoM,conversationalist,italian
4061483,2025-08-21 00:41:54.584,FR,Paid,exam_prepper,english
4172634,2026-03-04 06:36:09.465,ES,Direct & Brand,working_professional,spanish
4397382,2025-05-09 04:36:32.541,US,Paid,exam_prepper,english
